,playbackTime,curTime,renderTime,cameraX,cameraY,cameraZ,HPTime,curHP,maxHP,isDead
1781,1616313882682,797.2604370117188,1616313882667,13980.3876953125,1911.8480224609375,12460.6787109375,1616313882684,1287,1287,False
1782,1616313882765,797.5946655273438,1616313882766,13779.478515625,1911.8480224609375,12127.89453125,1616313882782,1287,1287,False
1783,1616313882881,798.0606079101562,1616313882881,13654.0625,1911.8480224609375,11905.3798828125,1616313882872,1287,1287,False
1784,1616313882966,798.394775390625,1616313882966,13556.884765625,1911.8480224609375,11746.4921875,1616313882977,1287,1287,False
1785,1616313883066,798.7957763671875,1616313883066,13398.1845703125,1911.8480224609375,11591.447265625,1616313883078,1287,1287,False
1786,1616313883168,799.1950073242188,1616313883170,13206.6826171875,1911.8480224609375,11569.4296875,1616313883183,1287,1287,False
1787,1616313883267,799.5941162109375,1616313883266,12986.0712890625,1911.8480224609375,11578.34375,1616313883278,1287,1287,False
1788,1616313883382,800.0603637695312,1616313883382,12729.0869140625,1911.8480224609375,11610.83984375,1616313883372,1287,1287,False
1789,1616313883482,800.46142578125,1616313883482,12515.1943359375,1911.8480224609375,11637.458984375,1616313883477,1287,1287,False
1790,1616313883567,800.7940673828125,1616313883567,12332.5927734375,1911.8480224609375,11660.1875,1616313883583,1287,1287,False
1791,1616313883665,801.194580078125,1616313883665,12125.44921875,1911.8480224609375,11685.96875,1616313883678,1287,1287,False
1792,1616313883781,801.6607666015625,1616313883765,11916.6025390625,1911.8480224609375,11711.962890625,1616313883778,1287,1287,False
1793,1616313883867,801.994384765625,1616313883867,11715.91015625,1911.8480224609375,11736.9423828125,1616313883882,1287,1287,False
1794,1616313883982,802.4606323242188,1616313883982,11495.1845703125,1911.8480224609375,11764.4150390625,1616313883984,1287,1287,False
1795,1616313884067,802.794677734375,1616313884067,11362.5966796875,1911.8480224609375,11780.84765625,1616313884081,1287,1287,False
1796,1616313884166,803.1939086914062,1616313884166,11209.2939453125,1911.8480224609375,11796.521484375,1616313884179,1287,1287,False
1797,1616313884266,803.594482421875,1616313884267,11057.7802734375,1911.8480224609375,11813.19140625,1616313884283,1287,1287,False
1798,1616313884365,803.9960327148438,1616313884366,10994.779296875,1911.8480224609375,11822.955078125,1616313884382,1287,1287,False
1799,1616313884466,804.3938598632812,1616313884466,10778.7060546875,1911.8480224609375,11853.03515625,1616313884478,1287,1287,False
1800,1616313884567,804.7959594726562,1616313884567,10546.79296875,1911.8480224609375,11882.7587890625,1616313884581,1287,1287,False
1801,1616313884664,805.1936645507812,1616313884664,10394.5791015625,1911.8480224609375,11901.6376953125,1616313884676,1287,1287,False
1802,1616313884766,805.5950927734375,1616313884782,10216.7412109375,1911.8480224609375,11923.6953125,1616313884784,1287,1287,False
1803,1616313884882,806.0601806640625,1616313884882,10059.095703125,1911.8480224609375,11943.24609375,1616313884878,1287,1287,False
1804,1616313884967,806.3944702148438,1616313884967,9926.05078125,1911.8480224609375,11959.55078125,1616313884982,1287,1287,False
1805,1616313885067,806.7937622070312,1616313885067,9767.6982421875,1911.8480224609375,11963.1591796875,1616313885080,1287,1287,False
1806,1616313885167,807.1940307617188,1616313885167,9608.306640625,1911.8480224609375,11961.736328125,1616313885178,1287,1287,False
1807,1616313885266,807.5938720703125,1616313885282,9421.8779296875,1911.8480224609375,11959.482421875,1616313885282,1287,1287,False
1808,1616313885367,807.9934692382812,1616313885382,9262.4072265625,1911.8480224609375,11955.3447265625,1616313885378,1287,1287,False
1809,1616313885465,808.394775390625,1616313885465,9129.3623046875,1911.8480224609375,11952.2783203125,1616313885481,1287,1287,False
1810,1616313885568,808.793701171875,1616313885566,8969.654296875,1911.8480224609375,11953.7958984375,1616313885582,1287,1287,False
1811,1616313885682,809.2620239257812,1616313885683,8716.8359375,1911.8480224609375,11962.224609375,1616313885680,1287,1287,False
1812,1616313885781,809.659912109375,1616313885781,8507.7119140625,1911.8480224609375,11968.7333984375,1616313885778,1287,1287,False
1813,1616313885881,810.060302734375,1616313885859,8397.888671875,1911.8480224609375,11969.8857421875,1616313885878,1287,1287,False
1814,1616313885967,810.394287109375,1616313885968,8209.607421875,1911.8480224609375,11964.796875,1616313885983,1287,1287,False
1815,1616313886066,810.7935180664062,1616313886066,8053.65234375,1911.8480224609375,11960.673828125,1616313886078,1287,1287,False
1816,1616313886166,811.1934204101562,1616313886166,7893.7021484375,1911.8480224609375,11956.6328125,1616313886181,1287,1287,False
