comment,youtube_id,date,like_num
Jihyo very gorgeous in short hair❤️,snow ball,5일 전,4
지효언니가 꿈에나와서 런닝맨겜으로 겁나 웃음줬는데 일어나서도 웃겼음 ㅋㅋ광수도나오고ㅋㅋ,시엘_,3일 전,1
영상 제목은 패션 지적인데 내용은 그냥 석진이형 가지고 놀기 ㅋㅋㅋ,Michael KIm,3일 전,4
지석진 지분율 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 개웃걐ㅋㅋㅋㅋㅋㅋㅋ,입술색노랑,5일 전,27
진짜 스타일리스트분들이랑 진실게임 같은거나 하면 존잼이겠다 ㅋㅋㅋㅋ,rr p,4일 전(수정됨),2
언니는 트레이닝복에 포니테일만 해도흰티에 청바지만 입어도 예쁜데...짐종국채널에 잠깐나올때 뿌까머리 귀여웠다런닝맨 컨셉도 많은데 맞춰서 입혀주고헤어도  예쁘게해주라 열일좀해라 스탭들아,K,5일 전(수정됨),6
왕코형 코디는 그냥 가게에서 제일 웃긴 옷을 선택할듯 ㅋㅋㅋ,Nana Na,5일 전,8
지금 보니까 자막도 너무 재밌네요 ㅋㅋㅋㅋㅋㅋㄱㅋㅋ,아웅,5일 전,2
ㅋㅋㅋㅋ 왜이리 웃겨역시 런닝맨 멤버들 🤭런닝맨 감독님들 어떻게 저렇게 신기한 아이디어가!!!!!😱지석진오빠(부르긴좀그런가)지석진오빠 너무 웃곀 ㅋㅋ,mincho,5일 전,3
소민언니 코디가 한 번만이라도 지효언니 코디해주면 안돼??ㅋㅋㅋㅋ,공백,2일 전(수정됨),4
5:40 그냥 말도 안 하고 고개만 갸웃하는 게 더 놀리는 것 같아 개웃겨ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,X S,4일 전,1
지석진 비중 미쳤네 ㅋㅋㅋㅋ,정보꾼,3일 전,1
Running man members being protective over Jihyo and Somin please,FishCakes🐟,5일 전,18
숏컷이 문제인게 아니라 동네미용실에서도 안자르는 스타일로 이상하게 만든게...동네 미용실가서 숏컷한다하면 투블럭해주는데..,유스캐,4일 전,9
전소민씨 입은 스타일들이 다 좋아요! 👍,Aidara Aisha,5일 전(수정됨),19
우왕!! 재석님 패션 너무 귀여워요!!😆😆💕 2021년 12월 3일 금요일!,김다은,1일 전,1
런닝맨 이제 겨울 기념으로 스케이트 타면 좋겠다...,이가람,5일 전,2
인트로에 유재석 신난 꾸러기 표정 진짜 ㅋㅋㅋㅋㅋ,최재혁,5일 전,2
지석진님 스타일리스트는 하고싶은걸 다 해보시는구나,해양생명공학,5일 전,1
또 윤은혜 ㅋㅋㅋㅋ이젠 소민언니까지 합세한거야?ㅋㅋㅋ 너무 좋아,퀸은빈,3일 전,2
보니까 왜 송지효님 팬 분들이 성명서 냈는지 알 거 같음 ㅋㅋㅋㅋ,ㅇㅇ,3일 전,3
2:01 내가 저기를 어디서 봤나 했더니 신서유기에서 규현이 휴대폰 깨부신 곳이었네 ㅋㅋㅋ,대왕대포,5시간 전(수정됨),1
런닝맨 초창기 버전이 그립네여 ㅠㅠ 그 때처럼 다시 하기 힘들겠지만 기억 속의 추억처럼 떠올리네요,jw j,4일 전,0
난 석진님 스타일보다 석진님이 입고있는 옷들이 실제로 존재한다는게 더 충격적이야…..,카린포,5일 전,5
2:29 소민언니 맨날 종국님한테 혼날 때 지효언니 뒤에 숨었는데 이제는 재석님 뒤에 숨으시네 ㅋㅋㅋㅋ,00,5일 전,40
왠만하면 좋게 넘어가고 그르케생각하는데지효 코디좀바꿔주세요 의리때문에 정때문에 못바꾸는건가ㅠㅠㅠㅠㅠㅠㅜ,소블리,5일 전,8
아 진짜 지효누님 미모가 ㅠㅠ 이뻐,한울,5일 전,8
지효귀엽다 흐흐,허허칠,5일 전,12
"숏컷을 해도,,, 깔끔한 숏컷이 을매나 많은데......",김천순,5일 전,58
숏컷 더 이쁘게 자를수있고 스타일도 다양한데 진짜 왜 저렇게 더벅머리로 잘랐는지 ㅠㅠ 본인만 만족한다면 괜찮지만 너무 속상함,원동준,5일 전(수정됨),41
2:06 소민이 누나 뿌까머리? 너무 귀엽다 ㅠㅠ 지효 누나 머리도 진짜 예쁘고 멋있음 역시 머리 스타일도 외모 영향을 많이 받는듯 ㄹㅇ 그냥 존예니까 어떤 머리 스타일도 잘 어울리는듯,싱환이•10년전,5일 전,51
와  진짜 대단하다그렇게 욕을먹는데도 꿋꿋하네어떻게 저렇게하고 내보낼까????,이노노,5일 전,65
지효 언니 언제나 예뻐용,민채,4일 전(수정됨),2
지효 누나 머리 저렇게 만든 인간 나와서 자수해라,잠원동휴그랜트,5일 전,8
2:22 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ 진짜 2021년 한해 들었던 욕중에 제일 찰지다,구독자 100명,5일 전,32
어우 석진님 공격 연속으로 들어오니 어질어질하네ㅋㅋㅋㅋㅋ,웰이,5일 전,0
나도 코디 있으면 좋겠다 생각했는데 꼭 좋은것만은 아닐지도 ...,ᄋᄋ이,5일 전,7
지효언니 제발 미용실 바꿔주세요....이번에 정점을 찍었읍니다.......미용이랑 1도 관련없는 제가 잘라도 저거보단 잘자를것같아요,김JY,5일 전,26
At least Seokjin's stylist is trying. Unlike Ji-hyo's stylist! 😤 Ji-hyo's pretty face is always doing the job.,Moo Kuro,3일 전,1
지석진 점유율 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,반워리,5일 전,15
이쯤 되면 지석진 스타일리스트는 월급보다 추가 수당이 더 많다는 게 학계 정설.+지석진 ->분량 챙겨줌.+다른 멤버 스타일리스트  -> 폭탄 담당.+런닝맨 제작진 -> 웃음벨.,YK An,5일 전,9
0:33 보자마자 진심으로 소리 지르는 게 레전드 ㅋㅋ,iknna,4일 전,1
이정도면 지석진님 코디분 작정하신듯 ㅋㅋㅋㅋㅋㅋㅋㅋ,봄꽃피면,5일 전,5
this episode was rly funny!,piece of peace,3일 전,1
"i hope for an eng sub soon pls. thank you! also, jihyo is beautiful and handsome! so gorgeous! ♥️",han known,5일 전,12
갓닝맨💖💖💖💖💖💖💖💖💖💖💖,윤창현,5일 전,5
밥먹을 때 올라오다니 개이득,Reum 2,5일 전,5
전소민 너무 귀엽지않음? 항상 스타일 다양한데 다 잘어울리고 넘 예쁘고 기여움.. 열심히해서 더 매력적이야,Won Yoo,5일 전(수정됨),60
"It's always seokjin , haha or lee kwang Soo 😂😂😂",kimnamjoom wife,3일 전,3
11:08 광수 표정 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,MJ Kim,3일 전,2
양세찬 머리끝 발끝 깔맞춤 ㅋㅋㅋㅋ,매력덩치,5일 전,1
2:16 이딴식으로 머리카락을 잘라놔도 ㅈㄴ 예쁘네 진짜 송지효 미모 레전드다 하,진짜울리고싶다,1일 전,2
"석삼이 형 요즘 폼 좋다. 중장년의 희망, 대상 한번 가자 ! 👍🏻",Jh Park,4일 전,3
"지효언니 앞머리랑 구렛나루 누가 지나가다 가위로 자르고 도망갔냐고,,,,;;",좋은 닉네임을 못 찾겠어요,5일 전,43
지석진 패션 중간 중간 지나친 게 있긴 한데 ㄹㅇ 괜찮은 것들도 있는데,SH E,5일 전,35
지석진그래도 해달라하면 다해주는 착한형ㅋㅋㅋㅋㅋ,팅팅볼,5일 전,0
송지효씨는 이쁘다 정말 최고다 재석이형은 갈수록 위트가 늘어간다 런닝맨 오래갔으면 좋겠다~,리닝 츄,17시간 전,0
솔직하게 방송 볼때마다 석진이 형님이 옷을 소화 못하는게 눈에 띌 정도... 분명 다른 잘생긴 사람이 입으면 딱봐도 괜찮을 그런 패션을 너무 가져와서 되려 난해하다는 느낌 받게됨 ㅋㅋ;,Las,5일 전,1
지석진 지분 진짴ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,후후,4일 전,1
옛날엔 이광수가 지적 받았는데 이젠 지석진이 지적받넼ㅋㅋㅋ,전전,3일 전,0
지효언니 머리 가발인줄알았는데 레알 저렇게 자른거라고??????????? 죄송한데ㅠㅠㅠ 디자이너선생님 바리깡들고 주무신거가타여ㅠㅠㅠㅠㅠㅠㅠ,우주최강베이비 박건후,5일 전,9
"Song Jihyo bold hair style-  short hair cut.  She Nailed it😍😍😍She still look gorgeous & handsome. It's reminded me the movie she starred called "" Some ( 2004 )",Rose Cherry,5일 전(수정됨),2
"우리 재석이 아저씨 ""~미친거 아니야~?"" 모음집도 해주세요!!!",박승현,5일 전,3
Omo Jihyo she's so beautiful I can't help but focus on her🤍🤍🤍,Iyan Indriany,5일 전(수정됨),1
2:07 나 그생각 했다 지효언니가 드디어 종국오빠의 마음을 사기로 한거야 커피프린스 윤은혜언니!2:21 데미무어 누나 보고 자른거 아니니?아니야 커피프린스의 윤은혜언니!!2:25 결국 강림하고 마는 불량지효뭔 개소리야 조용히해!!2:35 야 너 거의 맞을뻔 했어ㅋㅋㅋㅋㅋㅋ2:37 근데 지효가 머리를 자르고 나서 우리 멤버들중에서 제일 잘생겨졌어2:52 내가 그런얘기를 했어요 지효같은 스타일이 머리를 잘라도 영향을 안받아 근데 여기중에 머리빨로 있는 사람들이 꽤 있어요15:42 남친이 트레이너일수도 있는데하지만 김종국 당신은 가수잖아......,낭군,5일 전,80
너무 얼굴만 믿고 헤메코를 이상하게 해서 내보내는거 진짜 싫다... 본인이 원한 숏컷이라면 누가 뭐라해 할수도 있다고 생각하고 넘겼을텐데 코디는 왜 자꾸 변하질 않는지... 시청자들이 코디관련해서 말을 계속 얹고있는데 조금만 신경써주면 안되나...도저히 어렵다 싶으면 소민이 코디 담당분한테 조금만 정보 얻어가면서 할수도 있는데. 암만 얼굴이 모든걸 소화해낸다지만 코디는 진짜 바꿔주세요....ㅜㅜ,난아저씨가좋은데,5일 전,30
숏컷하든 말든 지효누나 마음이지만이왕 자를거 이쁘게 자르지 흠..난 벌칙 가발인줄 알았어 그 밸런스게임할때 썼던 그런가발11:25 여기에 앞머리만 생긴거잖아ㅜ,킹갓케니좌,5일 전(수정됨),39
아니 9시간 전에 올라왔는데 43만회라니...클라쓰,봄꽃피면,5일 전,5
5:44 자꾸 앉으려고만 하는 기저귀 신샄ㅋㅋㅋㅋㅋ여기에 양세찬 의자 치우기까짘ㅋㅋㅋㅋㅋㅋ허우적ㅋㅋㅋㅋ,있잖아,5일 전,61
보면 몰라? 재석오빠 강타자나 !! ㅋㅋ 캔디의 강타!! ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,미치썸,5일 전,2
지효님 머리 넘 잘어울려요 ㅠ!!,아라미루,5일 전,3
Jihyo oppa ❤️❤️❤️❤️❤️,Iyan Indriany,5일 전,1
20분 중에 거의 절반이 지석삼의 패션지적ㅋㅋㅋㅋㅋㅋㅋ,Deadpool Wade,3일 전,0
"i am with my friend always do this. we call it "" tackle "" talk hahaha",D'Lapo Gaming,2일 전,1
아니 진짜 지효언니 담당 스탭들 일 너무 못함 외모를 다죽여 진짜 노양심🤦‍♀️ 친하면 더 잘꾸며주고 자기 실력이 없음 발전이라도 시켜야지,LM,5일 전,34
전소민 유재석 스타일리스트가 옷을 잘입히고 하하는 본인이 센스있게 입는거 같음,25 hdh,4일 전,5
은구두 개웃기네ㅋㅋㅋㅋㅋㅋ,Blk,5일 전,2
지효님 숏컷하니까 옛날 ttl광고 심은경님 생각나네요!,오쉐프의 식도락 여행Ohchefsfood,5일 전,3
유재석 - 3.5코어 딜러양세찬 하하 전소민 - 1.5코어 서포터지석진 - 풀템 개씹하드탱커,찬이,5일 전,1
I dont know why fans hate on Song Jihyo fashion style and put a hate on Jihyo's coordi. i thought Jihyo already said that she will never put on highly fashion that can outshine the RM guest. She already knows that she beautiful so chill down haters. Just enjoy the show,Midracle,2일 전,0
"지효언니 샵 이든 스타일리스트분들이든.샵을 십여년째 같은곳 다니신다고 알고있는데 그렇게 오래 같이 일하시면서 연예인 얼굴의 매력을 최대로 끌어올리는게 아니라 고의로 망친다는 생각이되고, 이건 그 샵 커리어에도 도움이 안되지만 그건 둘째고 지효언니를 시기질투하는건지 아니면 혹시 특정 성향이 있는분인데 그걸 지효언니한테 투영시키는건지 의심마저 듭니다.",와아대다내우,4일 전(수정됨),7
종국이형 지효누나 보고 귀여워 죽네 죽어☺️,뭔 말 인지 알지,5일 전,6
광수 없는 회차 볼 때마다 광수 보고싶다는 생각이 든다ㅠㅠ,정영훈,5일 전,34
드디어 나왔다 런닝맨패션지적4,안승빈,5일 전,1
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 우리 석진이형 패션만 보면 회춘을 넘어 불로장생할 것 같음,J J.,4일 전,4
Song Ji Hyo 😍😍😍😍😍😍😍❤❤❤❤❤,Q Bee,5일 전,0
패션지적에 있어서는 타에추종을 불허한다 진짜 런닝맨은 패션에 있어서는 참 박하네요 ㅋㅋㅋㅋㅋㅋㅋ광수형님 하차하고나서는 과연 패션 지적할까생각했었는데 역시 패션지적은 계속되는구만요 ㅋㅋㅋㅋㅋ석진옹이 광수형님 뒤를이어서 패션 지적당하는 캐릭터를 맡으셔서 아주 재밌어졌죠석진옹 옷 입는거 보면 아주 시청자들 웃길라고 작정한거 같더군요 피콜로룩 기저귀룩 등산룩기타 다른 옷입고 나오는거 보면 본인은 정상이라는데 잘보면 어느 하나가 비정상적으로 보일때가 있죠멤버들도 각자 본인이 멋잇다고 하지만 서로 지적하면서 내가더 멋잇다고하는게 킬포죠 ㅋㅋㅋㅋㅋㅋㅋ기다리는 모음집욕 모음싸다구 모음보필피디 3탄양세찬 잇몸만개 모음양세찬 콩트 모음양세찬 전소민 케미 모음8탄전소민 19금 모음전소민 애교 모음전소민 눕방 모음담지효 모음 2탄하하 과몰입 모음유느님 장꾸 모음유느님 가만 안있냐 모음석진옹 룰알못 모음석진옹 전소민 케미 모음김종국 꼬라지 모음김종국 위협멘트 모음김종국 스파르타 모음성대모사 모음삼행시 모음무한도전 언급 모음윤은혜 언급 모음멤버들 댄스 모음,마충택,5일 전,9
석진옹 코디는 특이하게 입히는 느낌지효언니는 코디가 없는 느낌,DECEMBER FOURTH,2일 전,3
하하랑 전소민이 옷은 진짜 잘입는듯,카타리나는 선내셔,5일 전,22
Please do the PENALTY COLLECTION . It'd be funny :),kimnamjoom wife,3일 전,2
중세 유럽 하인룩 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 미쳤닼ㅋㅋㅋㅋ,베이스훈쌤,4일 전,2
Jihyo unnie always beautifull🥰,Ulin Nabila,4일 전,2
9:15 부터 석삼이형 도대체 몇명이랑 싸우는거얔ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,김김,5일 전,11
근데 송지효여서 그나마 괜찮아보이지 딴사람이 했으면 개별로였을거같은데ㅋㅋㅋㅋ 원래머리가 더 이뻐보임,준,5일 전,32
송지효씨 헤어가............정말 런닝맨 편집팀에서 CG처리한줄......정말 놀랬습니다워드작업하다 블루스크린뜬것처럼마치 고등학교 두발단속에 걸려가위로 랜덤하게 잘라놓은듯한,a.k.a Coffeeholic,5일 전,16
13:54 갑자기 귀여운 유재석.... 유장꾸 유깐돌 너무 ㄱㅇㅇ...15:42 갑자기 화내는 김종국.... 김종국 본인 직업은 가수입니다...,중년아저씨는위대하다,5일 전,42
지석진님 진짜 다 패션을 너무 모르네로 받아치시네 ㅋㅋㅋ,와아우,5일 전,0
스타일지적으로 분량이 얼마나 나오는거야 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,우기,4일 전,3
석진 형님 패션이 2~30년 앞선 패션같네 ㅋㅋㅋㅋ,Char Sub,4일 전,3
bopil do another doppelganger race so we can see how much jihyo looks like nucksal now!!,Mitzi Delima,4일 전,0
이젠 런닝맨 오프닝에 패션지적 없으면 이상할 따름 ㅋㅋ ㅋ ㅋ ㅋㅋㅋㅋ,빈,5일 전,4
15:40 트레이너 남친은 다 이렇게 입는다고 말하는 본인의 직업은 가수...,난아저씨가좋은데,5일 전,22
석진옹은 ㅋㅋㅋㅋ 지디보고 오 이쁘다 하고 입혔는데 지석진ㅋㅋㅋㅋㅋㅋ,Sunha Park,2일 전,0
패알못인데 석진이형 스타일리스트는 과하게 트렌디하거나 자기가 해보고 싶은 패션 석진이형한테 테스트 하는거 같음 ㅋㅋ 석진이형 분량도 오지게 나오니 윈윈전략 아닐까,Delpi,5일 전(수정됨),1
"패션도 좋고,노래도 잘부르고못하는게 뭐지?",임레프,5일 전,0
지석진분량 스타일리스트지분 90%,소리과자,4일 전,3
런닝맨은 12년이 지났는데 짤만 나오 인기영상에 계속 탑순위로 뜨네ㄷㄷ,구르미,4일 전,3
지석진님 레이스 소매 진심 귀엽다고 생각하는데 스타일 나만 마음에 들었나,치킨텐더,5일 전,2
지효언니 헤메코 스텝들 다 안티인 수준같음... ㄹㅇ 아무 여고에 그냥 언니 앉혀두면 애들이 지금 스텝들보다 훨씬 예쁘게 꾸밀거같음ㅠ 제발 샵부터 헤메코 싹다 바꿔...,맹숭,5일 전,20
2호선 노선도 니트 너무 웃기넼ㅋㅋㅋㅋ,Noth,5일 전,0
그래도 송지효 존예..,L,4일 전,2
지효 예쁘다~,김waho,3일 전,1
너무너무귀여우신 유느님 13:56💓,Lilsoul,5일 전,0
송지효님 왜이리잘생긴거야 짧은머리진짜잘어울린다,풍경,5일 전,3
지효누나 머리 긴게 더 이쁘지만 숏컷도 이쁘누…,루랑,5일 전,4
어제 방송에 송지효=금보라 빵터짐 ㅋㅋㅋㅋ,백호헬퍼,5일 전,8
지효님 머리 짧게 자르시니까 남동생분이랑 더 닮으셨닼ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,김민기,5일 전,3
So in is so pretty 😍,The_Gyem,5일 전,0
세상에 지효언니는 진짜 이쁘고 잘생기고 잘생쁨 오지시네요 역시 옷은 잘못이없네요 얼굴이 중요하지 ㅎㅎ,Young&Wild영앤와일드,4일 전,2
아니 숏컷하는 거 자체는 아무 상관 없는데... 앞머리도 그렇고 기장이 전체적으로 너무 어정쩡한 것 같음...ㅠㅠ 지효 언니 얼굴이니까 그나마 소화된거지...진짜 스타일링 해주는 코디 바꿔야 되는 거 아닌가... 내가 코디라면 뭐든 소화하는 지효 언니 미모 때문에 더 이쁜 거 이것저것 신나게 입힐 것 같은데..ㅠㅠ,에린지움,5일 전(수정됨),7
옛날에 했던 단발머리는 진짜 예뻤는데...무슨 일본 중딩처럼 깎았네 ㄷㄷ,권익현,5일 전,4
아니ㅠㅋㅋㅋㅋㅋㅋㅋ 패션지적 모음집인데 이건뭐ㅋㅋㅋㅋㅋ그냥 지석진 딜 모음집이넼ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,햎피마카롱,5일 전,1
"소미니 춤 모음2 보고 싶어요 ㅋㅋㅋㅋ 주민센터에서 배워온 한국무용, 개그우먼들만 한다는 물 뿌리기 댄스 등등..",또또,5일 전,7
패션 지적을 얼마나 했으면 벌써 4편이야 ㅋㅋ,푸르른하늘,5일 전,1
진짜 이광수 나가고 나서부터 전소민이 여자광수라는 느낌이 확 온다ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,사랑이 먼데이 튜스데이,5일 전,5
송지효 이기적으로 이쁘네,어나더레블,4일 전,3
송지효 코디랑 샾은 제발 당장 바꿨으면..,JeongMin Park,5일 전,4
01:30 헤이마마 추시는 지석진님 ㅋㅋㅋ,주혜인,5일 전,1
스타일리스트 솔직히 말해라 지효 싫어하지? 예쁜 숏컷도 많은데 왜저렇게 잘라놓은거지?,넹넹,5일 전,9
얼굴때문에 패션지적을 가장 많이 받는 지석진 아죠씨 ㅜㅜ,SAYU DAN,3일 전,0
그래도 사진으로 송지효님 머리보는 것보단 영상으로 보니까 귀엽네 나름 다행이심 ㅜ,엄척홍,5일 전,9
지석진 지분 가웃견ㅌㅋㅋㅌㅋㅌㅌㅋㅌㅌㅌ,몽몽이,5일 전,1
이정도면 지석진 패션지적 아닌가욬ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ죄다 한 명만 패는뎈ㅋㅋㅋㅋ,신유림,5일 전,1
그냥 지석진 놀리는 유재석.zip 아니냐 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,진성 박,5일 전,2
송지효 머리가 밸런스게임 할 때 벌칙으로 썼던 임재범 가발 수준이네ㅋㅋㅋㅋㅋㅋㅋ 전소민이 말한 대로 커프 윤은혜 같은 머리로 잘랐으면 훨씬 좋았을텐데.. 셀프로 잘랐나 싶을 정도임,메시 기모.,5일 전,6
4:39 양세찬님...미모와 지석진님 모자는... 정말...말을.....,lisa lee,5일 전,2
어렸을때 검정색 리복 농구화 신었을때 생각나네요. ㅎㅎㅎ 엄청 놀림 받았었는데 ㅋㅋㅋ 파숀은 도전입니다.ㅎㅎ,박현준,5일 전(수정됨),0
Ji-hyo!!! You're so Handsome / Pretty!!!,Carl Kim,4일 전,2
자막 하나하나 너무 웃김 곱씹고 보면 더 웃김,할미,5일 전,2
Can you put English subtitles for this also please,Reuben Dsouza,5일 전,0
송지효 욕하는거 ㄹㅇ 찐인거 같은뎈ㅋㅋㅋ,이성훈,5일 전,11
석진이형 쁘걸 나왔을때 피콜로룩도 웃겼는데 ㅋㅋㅋ,비오는하늘,5일 전,3
2:12 전소민ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ고은찬이랑 한결이랑 섞어서 말함ㅋㅋㅋㅋ고은결ㅋㅋㅋㅋㅋㅋㅋ,있잖아,2일 전,1
4:55 와 줄리아나.. 진짜오랜만에 들어보는...ㅋㅋㅋㅋㅋㅋㅋㅋ,LIMMADE TV,5일 전,1
역시 ㅋㅋㅋㅋ 런닝멘 짱,hermionegranger _,4일 전,2
지석진코디 분은 한번 보고싶다 ㅋㅋ,영혼,3일 전,2
"솔직히 얼굴이 저 정도로 열일하니까 커버 가능한거지 헤어, 스타일 몇 년 전부터 말 많았다이번에 저 숏컷은 본인이 하기 싫다고 인스타에 올리기까지 한거고팬들이 이번에 기사니 뭐니 좀 더 크게 이슈되길 바라는 이유가 성향상 본인이 말 못 하니 회사가 나서주길 바라는거다저것도 저거고 90년대 을지로 때도 혼자 60~70년대 스타일로 만들어 놨고..그냥 기본만 해도 충분한걸 스타일리스트라는 명목하에 연예인이 돋보이는 것보다 지가 그냥 맘대로 하는거 이제 그만 보고 싶다",Bm K,5일 전(수정됨),9
ㅋㅋㅋㅋㅋㅋㅋㅋㅋ역시 의상 지적이 재밌음,피츄,5일 전,0
송지효 스타일리스트는 반성해라...,hun chul jung,5일 전,19
멤버들 버럭하는 거 시리즈 내주세여어어ㅠㅠㅠㅠㅠ,zzz H,5일 전,1
JIHYO IS SO BEAUTIFUL. OUR QUEEN,Thanh Trúc Nguyễn Phan,4일 전,2
Can someone reply to this when the English subtitles are out? Thank you!,Elaiza Myrell,5일 전,2
깡깡이 시리즈 계속해주세요. 원년 멤버 때도 퀴즈가 많이 하는 거예요.,d'fire ret,5일 전,1
지효 누나 나오는 영화 개봉하면 어떤 역이길래 이런 단발을 했는지 한번 들어나 보자 식으로 보는 사람들 많을듯ㅋㅋㅋ,무기력 소년,5일 전,0
송지효 금보라라고 그러나 금보라만 보여 송보라 잘생겼다 ㅋㅋ,나현이당,3일 전,4
아니 나 진짜 지효 언니 스타일리스트나 헤어 담당하는 사람들 대체 뭘 배우고 저렇게 하는지 모르겠네 지효 언니 예쁜 것만 믿고 막 하는 거 같음 옷은 진짜 말잇못이고 숏컷은 뭐냐?? 앞머리는 쥐가 파먹었음??? 구렛나룻은 왜저래 진짜 긴머리 예쁜 거 아는데 숏컷도 자신한테 맞게 하면 ㄹㅇ 잘 나오는 머린데 개 그지 같이 잘라놓은 게 말이 되냐 저게 진짜 속상해서 미치겠음 저 언니 숏컷 잘 하면 더 예쁘고 잘생겨질 수 있는데 진짜 미치겠다고 얼굴을 살리라니깐 얼굴만 믿고 다 망쳐버리네 진짜 헤어담당 옷담당이 왜 있는데,hero,3일 전,6
숏컷 왤캐 잘어울림..ㄷㄷ,해양생명공학,5일 전,1
Wait this is where treasure filmed everyday music video 🥺,Ava Isla,5일 전,0
소민이는 게스트보다 더 꾸미고 오네 ㅋㅋ,이다람쥐,4일 전,2
런닝맨 초창기 송지효 비쥬얼때문에 지금까지 팬으로써 열심히 봤는데 이제는 못보겠다 머리스타일 쥐파먹은 앞머리에 배우가 이미지가 제일중요한데 스타일리스트는 폼인가봄 언젠가부터 스타일지적이 심했는데도 변화가 없네;,겨울,5일 전,63
진짜 송지효 스타일리스트는 송지효 얼굴을 너무 믿는 거 아님? 물론 항상 믿음에 보답하는 페이스긴 한데 아무리 그래도 저런 식으로 굴리는 건 좀....숏컷도 예쁜 스타일이 얼마나 많은데 하필 저런 옆집 칠봉이 스타일로 잘라 놓냐고ㅋㅋㅋ본인이 원해서 나온 스타일링이 아닌 이상은 문제 있다,이준선,5일 전,41
4:50 퇴근 이황 ㅋㅋㅋㅋㅋㅋㅠ,SH S,5일 전,4
아무 데나 찍어 봤는데 지분 반 이상이왕코형이네ㅋㅋㅋㅋ,이유나_들어보자,5일 전,12
This is so funny lmao🤣🤣,Shine Shining,4일 전,0
송죠는 숏컷도 이쁘다..역시 헤어의 완성은 얼굴(?),아린이집 선생님 최효쩡💚🍭,5일 전,13
얼굴은 송지효가 더 이쁠지 몰라도 의상 소화력은 전소민이 더좋네 치마나 정장 안어울리는게 없네,모니터중,4일 전(수정됨),5
패완얼이라 뭘 해놔도 예쁜건 맞지만 어느정도껏 해야지 숏컷을 자르더라도 예쁘게 잘라놔야지 어떻게 저렇게 들쭉날쭉이냐,HYEM,3일 전,4
지석진 스타일리스트:웃기고 산에 가는한(?)옷으로 잘 입힘유재석스타일리스트:컨셉에 맞게 가을엔 주로 꾸러기 같게 입힘김종국스타일리스트:주로 반팔 티랑 반 바지 입힘전소민 스타일리스트:컨셉에 맞게 때론 웃기게 입힘하하 스타일리스트:너무 티 안나게 입히고 때론 진짜 웃기게 입힘송지효 스타일리스트:그냥 대충 입힘 어짜피 송지효는 다 소화하니까양세찬 스타일리스트:뭔가 펑퍼짐하고 아저씨(?)같은거 입힘,박상욱,5일 전(수정됨),4
이정도면 코디가 지석진 분량 나오게끔 작정하고 기괴한 옷들만 입히는거 같은데,윤홍석,5일 전,6
근데 왕코형 젊어지긴함 ㅋㅋㅋㅋㅋ,대한민국뽕,3일 전,2
2:23 아 지효 진짜 넘 웃김ㅠㅠㅠㅠㅠㅠ아ㅠㅠㅠ,여울,5일 전,5
이정도면 왕코몰이2 아닌가 ㅋㅋ 영상 절반이 왕코형님 두들겨 패고 있는데 ㅋㅋㅋㅋㅋㅋㅋ,오즈월트,5일 전,1
누나 왜 갑자기 존잘이 되었어 ㅋㅋㅋ,헤헤,5일 전,28
숏컷이 나쁜건 아닌데... 너무 못자른거같아...  지효누나 미모라 저정도 커버지... 일반인이 해씅면... 어휴,수쓰,5일 전,26
이건 지석진 놀리는 런닝맨 모음 수준인데 ㅋㅋㅋㅋㅋㄱㅋ,J,5일 전(수정됨),3
이정도면 지석진 하이라이트아님? ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0505김휘중,5일 전,0
적어도 지효는 정말 예쁜 얼굴을 가졌네요. 내가 그 머리카락을 가졌다면 감자처럼 보일 거야.,Angelica,4일 전,2
jihyo short hair my new religion,Yustinus Taran Baren,5일 전,1
이정도면 패션 지적진임ㅋㅋㅋㅋㅋㅋ,인유,5일 전,0
근데 지석진 패션 신경쓴거같아ㅓ 이쁘다ㅎㅎ,투더문*-*,5일 전,1
