comment,youtube_id,date,like_num
나..런닝맨 애청자인데.. 진짜 송지효 헤어랑 코디는 반성하세요….. 이게 뭡니까..?,Boot Seoa,5일 전,7
런닝맨은 게스트 출연하는것보다 런닝맨 맴버들 자체로만 하는게 더 재밌음,열피냉피,1일 전,0
반 이상이 석진이형 지적이네ㅋㅋㅋㅋㅋㅋ,술이랑맛동산,5일 전,0
I like jihyo short hair ..cute 🥰🥰🥰🥰🥰,biyu,5일 전,1
잼있게 잘보고 갑니다😆,일월고은 사주타로,5일 전,0
예쁜 숏컷트도 많은데... 왜 저렇게 잘라놨지? 송지효나 되니까 그나마 소화하지... 일반적이면 완전 벌칙 가발이네...,Nomalone Kim,4일 전,9
지효언니 제발 헤메코 바꾸면 좋겠다고 꾸준히 말 나오는데 소속사는 왜 계속 에라 모르겠다 배째! 하면서 나오는지 진짜..ㅠㅠㅠ 제발 예쁜옷좀 입혀주세요ㅠㅠ 그냥 트레이닝 복 세트만 입어도 예쁠텐데 왜 맨날 80년대 벙벙한 아빠 옷 훔쳐입은거같이 입혀놓냐구요ㅠㅠㅠ 요즘 세상에 옷 잘입는 사람이 얼마나 많은데ㅠ 헤메코를 바꾸던지 헤메코 본인이 더 노력하든지 해서 돈 받은만큼은 일 합시다!제발!!,YEWON,5일 전,7
송지효사랑해!!!!! 언니 숏컷까지 너무 멋있음ㅠㅠ,bok u,5일 전,6
8:57 이 날착장귀여워,Bo,5일 전,5
유재석 스타일리스트분 아직 아무튼 출근때 나오신 그분 이신가?최근 벙거지 모자 시리즈 뒷이야기 궁금하다ㅋㅋㅋㅋㅋ송지효 임재범 의상은 다른 사람이 입으면 그냥 엄청 웃긴 벌칙의상일것 같은데 송지효가 입으니 잘생겼어ㄷㄷ,한민규,4일 전(수정됨),0
제목은 4인데 영상에는 패션 지적 3탄인 것도 개웃김,juliaJJ,5일 전,0
아니 지석진 코디가 그래도 사람이면 저게 예쁘다고 생각하는건 아니겠지ㅋㅋㅋㅋㅋㅋㅋㅋ 몇번 실수가 아니라 매편마다 이러는거 보면 일부러 그러는거임 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,김대현,5일 전,0
결국 지효가 중년 헤어스타일로 들어 섰구나..ㅜㅜ,빵천이,5일 전,5
2:25 전소민 귀엽다ㅋㅋ,하불,5일 전,1
"2020까지는 패션지적의 주 대상이 하하,이광수 였는데 21년 들어선 스타일리스트 분의 열일로 거의 지석진ㅋㅋㅋㅋㅋ근데 송지효 머리 누가 해줬길래 저렇게 잘라줬냐 바버샵에 여자가 가서 숏컷으로 해달라 그래도 저거보다 이쁘게 해줄듯",여어느,5일 전(수정됨),6
4:25 이와중에 전소민 미모 ㄷㄷ......,dk,5일 전,3
제목은 패션지적 시리즈이지만 실제로는 지석진 특집ㅋㅋㅋㅋㅋㅋㅋ,10 25,5일 전,1
송지효 숏컷은 큰맘먹고 하고 싶었던 머리 한걸수도 있고 드라마나 영화 준비하는데 배역에 맞게 짧은 머리 했을수도 있을것 같네,머리카락,4일 전,2
이정도면 스타일리스트분들도 특이한 옷 찾으면 분량 뽑아주려고 입히는듯,빵가루,5일 전,0
2:25 돌아이 전소민이 유일하게 쫄때 : 언니가 화낼땤ㅋㅋㅋ,Jay Ly,5일 전,3
송지효는 스타일리스트 없었으면 더 성공했을듯 안꾸민게 더 이쁘냐,용승,5일 전,25
다음은 몰래 온 게스트 특집 기대하겠습니다,태리야끼,5일 전,0
소신발언) 저 방송스타일링까지한 숏컷보다 머리 5일 안감은 생머리가 블링블링하니 훨씬 이쁠듯,이굴,5일 전,4
송지효머리 당연히 작품때문인줄 알았는데 여기 댓글에 작품때문 아니라는거 보고 깜짝 놀램..앞머리 쫌만 길러서 잘 수습되길바래요ㅠㅠ그래도 저 머리를 해도 잘생김,ariri,5일 전,6
패션지적부제:지석진 놀리기최근 오프닝 패션지적에 절반이상의 지분 보유하게된 지석삼,뭉뭉이,5일 전,1
3:33 춤추는 것 봨ㅋㅋㅋ,iknna,5일 전,0
유느님이 저렇게 말한 거 보니 송지효가 엄청 속상해한듯.... ㅠㅠ 머리가 저게 뭐야 ... 진짜 얼굴때문에 살아남음....😢 내가 했으면 6남매나 왕초 머리였을듯....,lovely harby,4일 전(수정됨),6
the title of this video should be seokjin's fashion criticizing 🤣,Nabilla Syifa,3일 전(수정됨),0
"인터넷 뉴스에서 송지효 팬들 헤메코 담당자 바꿔달라는 글 보고 영상보는데, 돈받고 일하는데 저렇게하면 그나마 배우라서 파급력이 적은거디 아이돌이었으면 진짜 개난리났음. 좀 이쁘게 잘해주자. 돈받고 일하잖아 너네",jonsen racle,5일 전,13
"지효언니,… 댕잘생겼어ㅠㅠ💕💕💕",소심한 피아노,5일 전,8
저는 지효같은 커트머리 해보고 싶은 충동이 30년째 꾸준하지만 차마 용기내지 못해서 은근한 속마음으로 저장중ㅜㅜ,지영,4일 전,1
송지효 님 코디 분 욕하는 사람들 2021 아시아 아티스트 어워즈 보고 오세요 ㅋㅋ 감사하다고 절을 할 지경이니까,2051 N,1일 전,2
"PD-nims, please redo the Running Olympics between Running man Team and Idol Teams like ep 129, please. It really fun",Amy's Daily,4일 전,0
"사진으로 봤을 때는 무슨 동네바보로 만들었나 했는데,역시 얼굴이 예쁘니까 어느정도 커버가 되는구나...",이호천,5일 전,7
난 지효언니 숏컷 꼭 한번 보고싶었는데 이런식으론 싫단말야ㅠㅠㅠㅠ 언니 얼굴이 다해서 그냥 조금만 노력해도 ㄹㅈㄷ 만들수있는데 해어담당 도대체 어떻게 한거야ㅠㅠㅠㅠ 나였음 국보급인 언니 얼굴 어떻게하면 제일 잘 살릴까 며칠을 밤새면서 연구하고 또 연구한 다음에 조심스럽게 잘랐을텐데 이게 무슨…ㅠㅠㅠ,ᄇᄋᄀ,5일 전,7
멤버들보다 자막으로 딜 더박음ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,Seung yeon,5일 전,0
2:10우리 소민이 미모 개쩐다 ㄷㄷ 이쁜거봐 저런 헤어도 어울릴줄이야;;,이재경,5일 전(수정됨),4
"so miss Lee Kwang Soo, invite Lee Kwang Soo,, let the show live again,,, I love you Lee Kwang soo",Teti Nuraini,5일 전,0
이제하다하다 스타일리스트분들도 한뜻한마음 ㅋㅋ,속이후련했냐!!!!!!!!!,5일 전,1
15:58 내가 트레이너들 사이에서 GD야!!  가수 김종국,원석이,5일 전,3
송지효 팬들이 성명문 냈던데 ㅋㅋㅋㅋㅋㅋㅋㅋ,OO Y,4일 전,4
머리가 속상하긴 해도 그래도 송죠 개예쁘다 저런 머리도 왜 예쁜거야,별진,5일 전,4
이정도면 지석진패션지적 아니냐곸ㅋㅋㅋㅋㅋㅋ근데 석진님 옷 따로따로 보면 예쁜거 많은데함께 하니까 더욱 이상해졌어...,조찬양,5일 전,0
이정도면 걍 영상 제목 지석진 패션지적 아님?? ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 지분율 봐 ㅋㅋㅋㅋㅋㅋ,민초레샤조아,5일 전,2
2:38 지효 머리자른거 이런 스타일링은 귀여운데 유재석 말처럼 잘생긴 아이돌같음,I I,9시간 전(수정됨),0
금보라 선생님 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,Htgf Yu,5일 전,1
지효언니.. 무슨 일이야..머리를 뭔가 뒤죽박죽 자른것같긴 한데 왜 잘 어울려 왜 예뻐 왜 잘생겼어.. 진짜 패션의 완성은 머리가 아니라 얼굴이다. 내가 했으면 그냥 술취해서 혼자 머리자르다가 망해버린 컷이야,탱이,5일 전,3
지효언니는 이제 그냥.. 물구나무를 서도 아름다울듯,Elddd u,5일 전,25
2:22 이거 너무 나이차이 좀 나는 큰언니랑 철딱서니 덜 든 막내동생 같잖앜ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,이름,2일 전,4
울지효언냐는 숏컷도 개차반으로 잘라도 예쁘고 잘어울려 송보라 엄지처억~♡ 머리자른사람 중지처억~♡,홍진영 사생팬,5일 전,3
석진옹×소민 언니 최약체 조합도 해주세용~,박채리,5일 전,12
"Please avail the engsub for Youtube, please 😭😭",Tanto Ivan,5일 전,1
조만간 스티일리스트가 뽀글 파마 시킬 기세네,쥬땜므같은-,5일 전,3
지석진이 영상 절반차지하네ㅋㅋㅋㅋㅋㅋ,김주안,5일 전(수정됨),0
지석진ㅋ 기저귀옷ㅋㅋ ㅋ 저거 진짜 기저귀 갈기 편한데 ㅋㅋ 송지효는 누가 실험 하나보다 진짜.. 거지헤어컷도 소화하네..,소지굼 sojigum eat,4일 전,3
전소민 코디가 가장 열일 하는듯 뭐 저 외모면 뭘 입어도 이쁘겠지만,영메인,5일 전,8
송지효 보면 딱 이 말이 맞음 존나 잘생기거나 이쁘면 탈모제외하곤 모든 헤어스타일 커버 쌉가능,ᄒᄒᄋ,5일 전,11
하차했는데도 클립영상에 나오는 이광수 당신(?)은..ㅠㅠ,솔로몬님 1등갑시다🔥 로나퀸,5일 전,1
i really like seokjin fashion. its unpredictable and out of ordinary. 🕺,FIEND,5일 전,0
송이 나은이 소울이... 모아보니 키즈모델이네 석삼이형...,I I,9시간 전,0
전소민 진짜 이쁘네,뚜뚜루,5일 전,7
(오늘의 명언)1. 대한민국 국민은 모두 본인의 두발 스타일을 정할 자유가 있다.2. 그렇다고 모든 스타일이 다 잘 맞는 것은 아니다.,명언메이커의 명언공장,5일 전,6
모든 공격을 받는 바닥난 애드립 장인 지석삼,이영석,5일 전,1
지효언니 학생 때도 숏컷한 적 있지 않나? 약간 익숙한딩,유영원,5일 전,0
13:58 피디님 어울린다X2 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,직거래제주감귤,5일 전,5
송지효는 인기에비해 너무 관리를 안하는건지 인기가많아서 왕성히 활동할수있는 기회가 주어지면 팬심보답을 위해서라도 관리좀히세요.냉정히 헤메코문제는 아닌듯.,N,12시간 전,0
"When the thumbnail is jihyo eonnie's pic, you will see the view getting higher🤭😆",Fathihah Fauzi,4일 전,4
너무 웃긴 건 인트로는 패션 지적 3탄이라고 적힌 거야...,열여덟,4일 전,0
2:41 아 가발이 아니에요......??? 아니 숏컷 좋은데 누가 머리를 저렇게 잘라......ㅠㅠ 진짜 헤어 담당쌤.... 이건 아니자나요....,셜록,4일 전,7
쏘미니 코디가 제일 괜찮은 듯매화 런닝맨 컨셉에 맞춰서 예쁘게 입힘,Hyunjin. M,5일 전,26
패션 지적이라는데 그냥 열에 아홉이 지석진 조리돌림인뎈ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,김지빈,5일 전,1
지효언니 전쟁영화돌입인가보다 ㅠ,Young K,5일 전,1
옛날에는 패션 지적 이광수 분량이 90%였는데 이젠 지석진 분량이 90%네 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,J,5일 전,1
We need an english caption,Santini Louis,5일 전,2
지효 스타일리스트분 진심 분발하세요 그리고... 지효님 헤어샵 진짜 다른 곳으로 바꾸셨으면 좋겠다 제발 진짜 답답해서 못보겠음,예인,3일 전,10
패션지적마저도 화목한 런닝맨,신디,5일 전,1
요즘 런닝맨 보면 이광수가 나간 이후로 폼이 올라온 멤버들이 많은거 같음. 우연일 수도 있긴 하지만 그동안 이광수가 워낙 재밌고 활약도 비중도 많아서 그 빛에 가려졌던건 아닐까라는 생각이 들음. 그동안 꾸준하게 재미를 줬던 이광수도 대단하고 그런 이광수가 하차한 뒤에도 허전함이 느껴지지 않게 재미를 주는 멤버들도 대단하다고 생각함!,이준영,4일 전,0
lol.. I am pretty sure New Yorkers doesn't dress like that (I've seen weird ones but still doesn't dress like that 😂),Xtroo L,13시간 전,0
저정도면 지석진 스타일리스트분 거의 앙심품으신거 같은데,조혜정,4일 전,1
나만 마지막 옷은 나름 이쁘다고 생각한건가...... 나머지 옷은 솔직히 놀릴만 했는데 마지막 옷은 음?이쁜데? 라고 생각했는데..,선바닐라,5일 전,1
3:33 저 기저귀룩은 누구 입으라고 만드는지….ㅋㅋㅋㅋㅋ뉴욕가면이런데가면 진짜 멋있다고 입는 사람들이 있나요???(벌칙으로 말고…),HYE2,5일 전(수정됨),3
9:43 공격이 6대1로 들어오는데 그걸 다 받네 와 …,MJ Kim,4일 전,3
아 걍 하하츠지 무잔 나올때마다 빡빡 웃음 ㅜㅜ,kreettt,5일 전,1
중세 유럽 하인룩 ㅋㅋㅋㅋㅋ,Constantine,5일 전,2
송지효 개이쁘다진짜 ㅋㅋㅋ,world hello,5일 전,4
0:43 아 봐도봐도 김종국이 지석진 빤짝이빽구두 이르는게 존나 웃김ㅅㅂㅋㅋㅋㅋㅋㅋㅋㅋ 존나 다급함,I I,9시간 전,0
지효누나 머리 누가 잘랐니?!,Why So Serious? -,3일 전,7
왕코 코디는 지능형안티팬같은데ㅎㅎ 언제부턴가  패션이 시대를너무앞서가거나 과거에서 본듯한ㅎㅎ,제이슨lee,5일 전,1
전소민 개이쁘다 진짜..,ISTP-T,5일 전,7
오늘 런닝맨은 식당에서 보느라 자막만 보는데 자막이ㅈㄴ 재밌네 초콜렛 포장지로 만든 신발 등등 자막이 캐리하고 있었네,강주,5일 전,0
저의 인생예능이에요 정말로 모든영상들이 재미있어요 밥먹을떄마다 게속 보는거같요 꼭 롱런하세요,skagns rla,5일 전,0
그래도..지효언니는 갓지효입니다..내가 하면 각설이일터인데ㅜㅜㅜ지효언니니까 저만큼 소화하시지..어휴😭😭,폐기잘주는 예쁜 cu누나,2일 전,1
13:07 여기 엄청 따뜻하넹 ㅋㅋ,jea k,5일 전(수정됨),2
송지효 특수팬층 확보 들어가나..,샥샥,5일 전,0
진짜 송지효가 숏컷이 안 어울리고 어울리고의 문제가 아니라 얼굴 딱 가리고 헤어만 봐라 저게 잘 정돈된 머린가 진짜 화딱지나네,와이프서동재,5일 전,8
지석진 코디가 특이하게 자주 입히네,조도현,5일 전,0
13:56 저거 볼때마다 강호동님 무브 생각남 ㅋㅋㅋㅋㅋㅋㅋ 둘이찰떡 ㅋㅋㅋㅋ,링가링,5일 전,4
"숏컷이 문제가 아니라 머리 스타일이 문제인 것 같은데...앞머리가 무슨 들쑥날쑥,,,송지효는 얼굴이 너무 예쁘기도 하고 앞머리 조금만 더 기르면 완전 예쁘고 잘 어울릴 것 같은데..송지효가 숏컷이 안 어울리는 건 아님,,좀 다르긴 하겠지만 예전에 합성한 거 보면 완전 잘생쁨이던데..진짜 앞머리 좀 더 기르고 정돈하면 잘 어울리고 예쁠듯. 앞머리라도 좀 길게 잘라주던가,,,저게 뭐냐고 ㅠㅜ",Forever,3일 전(수정됨),2
"😍OMG,EXACTLY WHAT I NEEDED 😍---------YOUNG--------------GIRLS -------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------- i Sepecial hot girls for you Trending💌 https://aishite.tokyo/tsunade?HDRCam私のヌードセックス ❤️❤️❤️Gaze: ""Amazed""Lips: ""Sensual""Smile: ""Sweeter""Body: ""Colder""Жизнь, как красивая мелодия, только песни перепутались.#однако #я #люблю #таких #рыбаков #垃圾* Everyone talking its true *While me: "" Wow that looks so delicious i wanna eat it so badÓ╭╮Ò""Жизнь, как красивая мелодия, только песни перепутались#однако #я #люблю #таких #рыбаков#垃圾THREE IN ONEEveryone talking its trueYoutube is the best foreverLife's story is a short journey so have fun before eternal sleep forever Жизнь, как красивая мелодия, только песни перепутались#Чо #эт #делает #на #2 #месте #в #тренде #однако #я #люблю #таких #рыбаков #垃圾",Mbok be Bisa nempel,4일 전,0
패션 지적이.아니라 지석진 놀리기 같은데 ㅋㅋㅋㅋ,김재민,15시간 전,0
2:02 진짜 송지효 저머리 어디서 봤냐면...나 중딩때 공부못하고 게임만 하러 다니는 어설픈 일진애들이 부모한테 디지게 혼나고 집에서 머리잘리면 저런 머리였음 ㅋㅋㅋㅋㅅㅂ 차라리 블루클럽울 가도 저머리보단 예쁘겠네.,언제나맑음,3일 전,3
"😍OMG,EXACTLY WHAT I NEEDED 😍---------YOUNG--------------GIRLS -------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------- i Sepecial hot girls for you Trending💌 https://aishite.tokyo/tsunade?HDRCam私のヌードセックス ❤️❤️❤️Gaze: ""Amazed""Lips: ""Sensual""Smile: ""Sweeter""Body: ""Colder""Жизнь, как красивая мелодия, только песни перепутались.#однако #я #люблю #таких #рыбаков #垃圾* Everyone talking its true *While me: "" Wow that looks so delicious i wanna eat it so badÓ╭╮Ò""Жизнь, как красивая мелодия, только песни перепутались#однако #я #люблю #таких #рыбаков#垃圾THREE IN ONEEveryone talking its trueYoutube is the best foreverLife's story is a short journey so have fun before eternal sleep forever Жизнь, как красивая мелодия, только песни перепутались#Чо #эт #делает #на #2 #месте #в #тренде #однако #я #люблю #таких #рыбаков #垃圾",Mbok be Bisa nempel,4일 전,0
"Haha to Ji-hyo: Ji-hyo, the hair looks good on you the more I see it.KJK to Ji-hyo: Of course, it does. The pretty one's looks good in anything.Me to KJK: Marry her!!! 😍",Moo Kuro,5일 전,0
근데 송지효 코디는 진짜 위험한거 아니냐.. 숏컷? 갑자기?,jason chung,4일 전,1
비천무 헤어스타일때부터 느꼈지만 샵 최대한 빨리 바꿔야 함.,신진영,5일 전,2
페미들 뭐 자기 편하라고 하는거겠지만 어울리지도 않는 숏컷 왜 하나 궁금했는데 송지효님은 엄청 잘 어울리네..ㄷㄷ,해양생명공학,5일 전,0
패션지적4 아니고 지석진편 아닌가욬ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,블루블랭,4일 전,4
13:07 진짜 친자매 같이 보기좋다~~,밥통,5일 전,7
요즘은 멤버들도 멤버들인데 자막이 더 먹임ㅋㅋㅋㅋㅋㅋ “희귀종 은구두 표범의 장수를 비는 인간들의 세레나데 “,죠세핀,5일 전,5
진심으로 지효누나 머리 말하기 전까지 당연히 가발이라고 생각함.,MH,5일 전,4
지효언니 존잘♡,rjshwjsjdhaq,5일 전,3
패션으로 웃기는 프로,헤으응,5일 전,0
지효누나 숏컷 진짜 어울리네.. 역시 패션의 완성은 머리빨도 아니고 옷빨도 아니고 결국 얼굴이었다,정민오,5일 전,13
2:20 여기 촬영장 아무리 봐도 신서유기 조기퇴근한 그 곳 같은뎅,병현,5일 전,0
지효언니 머리 자른 도라이는 다신 가위 잡지마라너무 속상.. ㅜㅜ,llo,5일 전(수정됨),9
종국이형 스타일리스트는 그래도 좀 편하겠다 ㅋㅋㅋㅋ 반바지에 티 하나주면 대흉근으로 다 소화시킴 ㅎㅎ,비오는하늘,5일 전,2
16:00 트레이너 사이에서 GDㅋㅋ앜ㅋㅋ,눈치보는물개,5일 전(수정됨),1
Fashion Moment Style,I AM JEMMY,5일 전,0
Can you do a Kim jong kook being detective compilation or harassing the spy?. TIA,John Mendoza,4일 전,0
석진 오라버니 너무좋아요,고뽀시래기,1일 전,1
고준희 숏컷st이면 모를까..ㅠ 지효언니 얼굴이 다햇다... 스타일리스트 교체 꼭 생각해주세용,Green,5일 전,5
이정도면 스타일리스트 그냥 대충 젊은 얘들 하나 데려다가 쓰면 더 잘 입히겠는데..?,응애세력김씨,5일 전,24
멍지 짧은 컷트도 너무 잘 어울림. 진짜 패완얼 ㅠㅠ,de de,5일 전,8
등산 이야기할 때 유느님이 입으신 츄리닝 뭔지 아시는분??,최우창,5일 전,2
긴말않고.사랑합니다.런닝맨.,ND WEEK,5일 전,3
지석진 분량이 제일 많네 ㅋㅋ,ptsgrill,5일 전,0
지효누님 머리 스타일 옛날 드라마 보면 밖에서 사고치고온 딸 머리카락 아버지가 밖에 나가지말라고 가위로 막 자른 스타일 아님?,jongjin park,5일 전,5
소민이 보고 정신 차리래 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,모모,5일 전,2
아니 지효언니 .. 붙임머리 해줘요 다시……,와앙,5일 전,3
오늘도 꿀잼 입니다.,남도우너,5일 전,1
런닝맨 사랑해요 진짜 재밌어요 런닝맨 때문에 삶이 행복해요 런닝맨 앞으로도 꼭 롱런하세요 런닝맨 사고 없이 쭉 이어가자 화이팅,-_- sung,5일 전,2
15:13 they are like a old oppas😂😂😂 They all started to nag when she said the orginal outfit is without shirt,nini_ jongin,5일 전,1
지효씨 머리 짧아도 멋있기만 하네요… 굿굿!!,정현,5일 전,10
님들 근데 짧은머리일 때는 머리가 생각보다 빨리 자라서 점차 자리잡을테니까 우리 기다려봐요,웰이,5일 전,2
와근데 송지효 진짜 저따구머리를 해도 예쁘네 ㅎㄷㄷ,A A,5일 전,6
송지효 숏컷 너무 이쁘다 😍,nice Lee,5일 전,10
무한도전에서 연출하던 사람들이 런닝맨에 많이 넘어왔나? 조금씩 무한도전 컨텐츠를 잘 받아가는 것 같다.,사진,4일 전,0
드디어 금보라 나왔다,서원종,5일 전,0
근데... 장난아니고... 지석진 옷 잘 입음...ㅎ 핏도 좋고 의외로 옷들이 잘 어울림...ㅎ,whee,4일 전,1
지효님 헤어 다른의미로 넘 핫해서 지금 런닝맨 물들어올때 노젓나 ㅋㅋㅋ 팬들이 성명서까지 낼 정도니,보리보리쌀,4일 전(수정됨),0
02:14나만 커피프린스를 생각한게 아니였구나?,시네마플래닛,5일 전,3
광수오빠 보고싶다 그리워요 😭😭,광수생각,5일 전,0
15:45 뒤에서 열변 토하는거봨ㅋㅋㅋㅋ,iknna,2일 전,2
❤️❤️❤️❤️,첼로린이 가은❤️,5일 전,0
왕코햄 건강하게 장수해주세요,O-Bass,4일 전,0
송지효 머리 자르니까 희철이하고 닮았다,Eonjae Lee,2일 전,1
썸낼이쁘지효 언니 보고옴♥,가현's,5일 전,4
14:55 ㅋㅋㅋㅋ 솔리드..,sebastian jeong,4일 전(수정됨),1
지효언니 머리 기우쌤 망한 머리 대회 나가야 할 정도야.. 언니 제발 샵 바꿔..,용용,4일 전,7
18:28 하하 저음 미쳣다,뭐요,5일 전(수정됨),1
광수형 빠지니까 공석이 진심 크게 느껴진다,김해의 낭만청년 랄로,5일 전,0
송지효님 진심으로 헤메코는 꼭 교체했으면 좋겠어요 제발ㅠㅠㅠ,sj h,3일 전,2
인스타에 지효누나 숏컷사진 뜬거 보자마자재석 : 지효 너 그거 혹시 은혜가 했던 커피프린스.. (눈치)종국 : (뱀눈깔) 아 그만해!!!! 🔥🔥🔥이거 기다렸는데 이 드립을 소민누나가 쳐줄줄이얔ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,Jay Ly,5일 전,1
지석진 옷 이상한 거 알면서 애써 당당한 척 하는거 불쌍하다,FLAG,5일 전,0
전소민 스타일리스트 반만따라가줘....,믕유시인,5일 전,4
"재밌고 웃긴데미용실 원장님, 할배 이렇게 놀리지 마세요ㅠㅠ",사랑해,5일 전,0
예전에 엑스재팬의 보컬 토시가 장발을 잘랐을 때의 그때 느꼈던 기분이랑 겹쳐보인다...,오프치드,5일 전(수정됨),0
은구두표범ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,김하늘,5일 전,2
조금 뜬금없지만 혹시 콘텐츠 생각중이시라면 멤버들 정신감정편으로 한 번 해주세요 늘 밝은 모습으로 웃음 주려고 노력하고 광수 빠진 후에 더더욱이 그런 모습들이 많이 보이는데 가끔 보면 정신적으로 힘들어 보여요 감독님 비롯 작가분들이 알아서 하시겠지만 조심스레 의견 보태봅니다,꼬부기,5일 전,0
종국이형은 코디가 없나보넴,싱글라이트,3일 전,1
송지효 머리 컷한거 본인 의사였는지 코디들 의견이었는지 모르겠는데 실수 제대로 했네 본판이 이쁘니까 저정도지 되게 나이들어보이고 그닥 안어울림.,주형진,3일 전,5
"""난 그래도 송지효가 내 이상형이다""",댓글,5일 전,3
런닝맨 멤버들 mbti 검사하면서 하루종일 노가리만 까도 재밌을듯해요!!!!,라라리리,3일 전,0
"😍 OMG,EXACTLY WHAT I NEEDED 😍THE CUTE----------------------GIRLS. ------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------- i Sepecial hot girls for you Trending💌 https://aishite.tokyo/floryn?HDRCam私のヌードセックス ❤‍🔥Gaze: ""Amazed""Lips: ""Sensual""Smile: ""Sweeter""Body: ""Colder""Жизнь, как красивая мелодия, только песни перепутались.#однако #я #люблю #таких #рыбаков #垃圾* Everyone talking its true ** While me: * "" Wow that looks so delicious i wanna eat it so badÓ╭╮Ò""* Жизнь, как красивая мелодия, только песни перепутались* #однако #я #люблю #таких #рыбаков* #垃圾* THREE IN ONE* Everyone talking its true* Youtube is the best forever* Life's story is a short journey so have fun before eternal sleep forever * Жизнь, как красивая мелодия, только песни перепутались* #Чо #эт #делает #на #2 #месте #в #тренде * #однако #я #люблю #таких #рыбаков #垃圾",Floryn 14👍,4일 전,1
패션지적이 그냥 지석진쇼,Meloh Holem,5일 전,2
"😍 OMG,EXACTLY WHAT I NEEDED 😍THE CUTE----------------------GIRLS. ------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------- i Sepecial hot girls for you Trending💌 https://aishite.tokyo/floryn?HDRCam私のヌードセックス ❤‍🔥Gaze: ""Amazed""Lips: ""Sensual""Smile: ""Sweeter""Body: ""Colder""Жизнь, как красивая мелодия, только песни перепутались.#однако #я #люблю #таких #рыбаков #垃圾* Everyone talking its true ** While me: * "" Wow that looks so delicious i wanna eat it so badÓ╭╮Ò""* Жизнь, как красивая мелодия, только песни перепутались* #однако #я #люблю #таких #рыбаков* #垃圾* THREE IN ONE* Everyone talking its true* Youtube is the best forever* Life's story is a short journey so have fun before eternal sleep forever * Жизнь, как красивая мелодия, только песни перепутались* #Чо #эт #делает #на #2 #месте #в #тренде * #однако #я #люблю #таких #рыбаков #垃圾",Floryn 14👍,4일 전,1
2:07 소민이가 커피프린스 윤은혜언니!! 이러는데 김종국 목소리 들림 그래 아니 이런식으로 들리는데 무심코 나온 소리인건지....🤭,ㅇㅇ,5일 전,11
아 긴머리가 2만프로 더 좋은데ㅜㅜ,ss,5일 전,2
송지효 머리 누가잘랐냐...,랄로쉐,5일 전,3
3:33 여기부터 진짜 너무 웃겨서 토나옴 ㅋㅋㅌㅋㅌㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,동글이,4일 전,1
어째 패션지적의 주인공은 거의 지석진이다?,다블,5일 전,0
근데 진짜.. 지효 얼굴이 살렸다.. 꼬까옷입은거 존나귀여운데 나만그래..?,ji ni,4일 전,1
"솔직히 이정도면 패션""지적진""이네",타이슨,5일 전,1
영상의 대부분이 지석진이야 ㅋㅋㅋ 역시 토크 스펀'지',이런 귀한곳에 누추한 분이,5일 전,0
"After 'accidentally' pinned a malicious comment targetting Song Ji Hyo, they still have a face to use her for thumbnail to get views. And it works for me too, cause I love her very much. Poor you SBS.",Jessika Nadya,5일 전(수정됨),3
그냥 사실상 석삼쇼인데 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,첸씨,5일 전,2
런닝맨 팬미팅 때도 그렇고 런닝맨 아닌 다른 촬영에서는 지석진 스타일링 좋은데 런닝맨에서만 ㅋㅋㅋㅋㅋ그 덕에 오프닝부터 분량 확보 ㅋㅋㅋㅋ,J,5일 전,1
석진이형 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,실리콘밸리,5일 전,0
"구경이 곽선영같은 헤어스타일어울릴듯,저머리보다ㅜ",희희,5일 전,0
13:17 여기에 깔린 노래 무슨 노래인지 아는 분,sososo so,5일 전,0
2:23 욕을해도 이쁜 이쁘지효,그림그리는MJ,5일 전(수정됨),3
